# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,
#,,,,,
#,,,,,
# User preference: *,,,,,
#,,,,,
# COLUMN pl_name:        Planet Name,,,,,
# COLUMN sy_snum:        Number of Stars,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,
# COLUMN discoverymethod: Discovery Method,,,,,
# COLUMN disc_year:      Discovery Year,,,,,
# COLUMN releasedate:    Release Date,,,,,
#,,,,,
pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,releasedate
Kepler-306 b,1,4,Transit,2014,18/04/2019
Kepler-306 b,1,4,Transit,2014,25/08/2015
Kepler-306 b,1,4,Transit,2014,05/12/2024
Kepler-306 b,1,4,Transit,2014,06/09/2018
Kepler-306 b,1,4,Transit,2014,21/11/2014
Kepler-306 b,1,4,Transit,2014,14/05/2014
Kepler-306 b,1,4,Transit,2014,08/05/2017
Kepler-306 b,1,4,Transit,2014,18/11/2014
Kepler-306 c,1,4,Transit,2014,06/09/2018
Kepler-306 c,1,4,Transit,2014,18/04/2019
Kepler-306 c,1,4,Transit,2014,05/12/2024
Kepler-306 c,1,4,Transit,2014,14/05/2014
Kepler-306 c,1,4,Transit,2014,10/05/2016
Kepler-306 c,1,4,Transit,2014,28/07/2016
Kepler-306 c,1,4,Transit,2014,21/11/2014
Kepler-306 c,1,4,Transit,2014,28/10/2013
Kepler-306 c,1,4,Transit,2014,25/09/2018
Kepler-306 c,1,4,Transit,2014,08/05/2017
Kepler-306 c,1,4,Transit,2014,18/11/2014
Kepler-306 c,1,4,Transit,2014,25/08/2015
Kepler-306 d,1,4,Transit,2014,28/10/2013
Kepler-306 d,1,4,Transit,2014,21/11/2014
Kepler-306 d,1,4,Transit,2014,05/12/2024
Kepler-306 d,1,4,Transit,2014,28/07/2016
Kepler-306 d,1,4,Transit,2014,18/11/2014
Kepler-306 d,1,4,Transit,2014,06/09/2018
Kepler-306 d,1,4,Transit,2014,08/05/2017
Kepler-306 d,1,4,Transit,2014,25/08/2015
Kepler-306 d,1,4,Transit,2014,18/04/2019
Kepler-306 d,1,4,Transit,2014,25/09/2018
Kepler-306 d,1,4,Transit,2014,10/05/2016
Kepler-306 d,1,4,Transit,2014,14/05/2014
Kepler-306 e,1,4,Transit,2014,10/05/2016
Kepler-306 e,1,4,Transit,2014,28/10/2013
Kepler-306 e,1,4,Transit,2014,14/05/2014
Kepler-306 e,1,4,Transit,2014,08/05/2017
Kepler-306 e,1,4,Transit,2014,28/07/2016
Kepler-306 e,1,4,Transit,2014,05/12/2024
Kepler-306 e,1,4,Transit,2014,25/09/2018
Kepler-306 e,1,4,Transit,2014,25/08/2015
Kepler-306 e,1,4,Transit,2014,21/11/2014
Kepler-306 e,1,4,Transit,2014,18/04/2019
Kepler-306 e,1,4,Transit,2014,18/11/2014
Kepler-306 e,1,4,Transit,2014,06/09/2018
Kepler-307 b,1,2,Transit,2013,25/08/2015
Kepler-307 b,1,2,Transit,2013,08/05/2017
Kepler-307 b,1,2,Transit,2013,06/09/2018
Kepler-307 b,1,2,Transit,2013,14/05/2014
Kepler-307 b,1,2,Transit,2013,05/12/2024
Kepler-307 b,1,2,Transit,2013,25/09/2018
Kepler-307 b,1,2,Transit,2013,15/09/2016
Kepler-307 b,1,2,Transit,2013,28/10/2013
Kepler-307 b,1,2,Transit,2013,28/05/2014
Kepler-307 b,1,2,Transit,2013,07/04/2016
Kepler-307 b,1,2,Transit,2013,10/05/2016
Kepler-307 b,1,2,Transit,2013,28/07/2016
Kepler-307 b,1,2,Transit,2013,21/06/2018
Kepler-307 b,1,2,Transit,2013,21/11/2014
Kepler-307 b,1,2,Transit,2013,18/11/2014
Kepler-307 c,1,2,Transit,2013,28/05/2014
Kepler-307 c,1,2,Transit,2013,21/11/2014
Kepler-307 c,1,2,Transit,2013,10/05/2016
Kepler-307 c,1,2,Transit,2013,08/05/2017
Kepler-307 c,1,2,Transit,2013,25/08/2015
Kepler-307 c,1,2,Transit,2013,25/09/2018
Kepler-307 c,1,2,Transit,2013,15/09/2016
Kepler-307 c,1,2,Transit,2013,28/10/2013
Kepler-307 c,1,2,Transit,2013,14/05/2014
Kepler-307 c,1,2,Transit,2013,21/06/2018
Kepler-307 c,1,2,Transit,2013,05/12/2024
Kepler-307 c,1,2,Transit,2013,18/11/2014
Kepler-307 c,1,2,Transit,2013,06/09/2018
Kepler-307 c,1,2,Transit,2013,07/04/2016
Kepler-307 c,1,2,Transit,2013,28/07/2016
Kepler-308 b,1,2,Transit,2014,25/09/2018
Kepler-308 b,1,2,Transit,2014,18/11/2014
Kepler-308 b,1,2,Transit,2014,21/11/2014
Kepler-308 b,1,2,Transit,2014,28/10/2013
Kepler-308 b,1,2,Transit,2014,06/09/2018
Kepler-308 b,1,2,Transit,2014,25/08/2015
Kepler-308 b,1,2,Transit,2014,18/04/2019
Kepler-308 b,1,2,Transit,2014,14/05/2014
Kepler-308 b,1,2,Transit,2014,10/05/2016
Kepler-308 b,1,2,Transit,2014,08/05/2017
Kepler-308 c,1,2,Transit,2014,18/04/2019
Kepler-308 c,1,2,Transit,2014,14/05/2014
Kepler-308 c,1,2,Transit,2014,06/09/2018
Kepler-308 c,1,2,Transit,2014,21/11/2014
Kepler-308 c,1,2,Transit,2014,25/09/2018
Kepler-308 c,1,2,Transit,2014,28/10/2013
Kepler-308 c,1,2,Transit,2014,18/11/2014
Kepler-308 c,1,2,Transit,2014,10/05/2016
Kepler-308 c,1,2,Transit,2014,08/05/2017
Kepler-308 c,1,2,Transit,2014,25/08/2015
Kepler-308 c,1,2,Transit,2014,28/07/2016
Kepler-309 b,1,2,Transit,2014,19/11/2015
Kepler-309 b,1,2,Transit,2014,21/11/2014
Kepler-309 b,1,2,Transit,2014,28/10/2013
Kepler-309 b,1,2,Transit,2014,18/04/2019
Kepler-309 b,1,2,Transit,2014,25/09/2018
Kepler-309 b,1,2,Transit,2014,06/09/2018
Kepler-309 b,1,2,Transit,2014,14/05/2014
Kepler-309 b,1,2,Transit,2014,08/05/2017
Kepler-309 b,1,2,Transit,2014,05/12/2024
Kepler-309 b,1,2,Transit,2014,25/02/2016
Kepler-309 b,1,2,Transit,2014,10/05/2016
Kepler-309 b,1,2,Transit,2014,18/11/2014
Kepler-309 b,1,2,Transit,2014,25/08/2015
Kepler-309 c,1,2,Transit,2014,08/05/2017
Kepler-309 c,1,2,Transit,2014,28/10/2013
Kepler-309 c,1,2,Transit,2014,10/05/2016
Kepler-309 c,1,2,Transit,2014,18/04/2019
Kepler-309 c,1,2,Transit,2014,21/11/2014
Kepler-309 c,1,2,Transit,2014,25/02/2016
Kepler-309 c,1,2,Transit,2014,05/12/2024
Kepler-309 c,1,2,Transit,2014,18/11/2014
Kepler-309 c,1,2,Transit,2014,19/11/2015
Kepler-309 c,1,2,Transit,2014,06/09/2018
Kepler-309 c,1,2,Transit,2014,25/09/2018
Kepler-309 c,1,2,Transit,2014,28/07/2016
Kepler-309 c,1,2,Transit,2014,14/05/2014
Kepler-309 c,1,2,Transit,2014,25/08/2015
Kepler-31 b,1,3,Transit,2011,10/05/2016
Kepler-31 b,1,3,Transit,2011,06/09/2018
Kepler-31 b,1,3,Transit,2011,16/04/2025
Kepler-31 b,1,3,Transit,2011,28/05/2014
Kepler-31 b,1,3,Transit,2011,05/12/2024
Kepler-31 b,1,3,Transit,2011,21/11/2014
Kepler-31 b,1,3,Transit,2011,14/05/2014
Kepler-31 b,1,3,Transit,2011,25/09/2018
Kepler-31 b,1,3,Transit,2011,25/08/2015
Kepler-31 b,1,3,Transit,2011,08/05/2017
Kepler-31 b,1,3,Transit,2011,18/11/2014
Kepler-31 b,1,3,Transit,2011,28/10/2013
Kepler-31 b,1,3,Transit,2011,28/07/2016
Kepler-31 c,1,3,Transit,2011,21/11/2014
Kepler-31 c,1,3,Transit,2011,16/04/2025
Kepler-31 c,1,3,Transit,2011,25/09/2018
Kepler-31 c,1,3,Transit,2011,28/05/2014
Kepler-31 c,1,3,Transit,2011,28/10/2013
Kepler-31 c,1,3,Transit,2011,05/12/2024
Kepler-31 c,1,3,Transit,2011,06/09/2018
Kepler-31 c,1,3,Transit,2011,28/07/2016
Kepler-31 c,1,3,Transit,2011,10/05/2016
Kepler-31 c,1,3,Transit,2011,18/11/2014
Kepler-31 c,1,3,Transit,2011,25/08/2015
Kepler-31 c,1,3,Transit,2011,08/05/2017
Kepler-31 c,1,3,Transit,2011,14/05/2014
Kepler-31 d,1,3,Transit,2014,24/03/2016
Kepler-31 d,1,3,Transit,2014,28/07/2016
Kepler-31 d,1,3,Transit,2014,18/11/2014
Kepler-31 d,1,3,Transit,2014,16/04/2025
Kepler-31 d,1,3,Transit,2014,08/05/2017
Kepler-31 d,1,3,Transit,2014,28/10/2013
Kepler-31 d,1,3,Transit,2014,21/11/2014
Kepler-31 d,1,3,Transit,2014,05/12/2024
Kepler-31 d,1,3,Transit,2014,25/08/2015
Kepler-31 d,1,3,Transit,2014,14/05/2014
Kepler-31 d,1,3,Transit,2014,25/09/2018
Kepler-31 d,1,3,Transit,2014,18/04/2019
Kepler-31 d,1,3,Transit,2014,10/05/2016
Kepler-31 d,1,3,Transit,2014,06/09/2018
Kepler-310 b,1,3,Transit,2014,25/09/2018
Kepler-310 b,1,3,Transit,2014,21/11/2014
Kepler-310 b,1,3,Transit,2014,10/05/2016
Kepler-310 b,1,3,Transit,2014,14/05/2014
Kepler-310 b,1,3,Transit,2014,06/09/2018
Kepler-310 b,1,3,Transit,2014,05/12/2024
Kepler-310 b,1,3,Transit,2014,28/10/2013
Kepler-310 b,1,3,Transit,2014,08/05/2017
Kepler-310 b,1,3,Transit,2014,25/08/2015
Kepler-310 b,1,3,Transit,2014,18/11/2014
Kepler-310 b,1,3,Transit,2014,18/04/2019
Kepler-310 c,1,3,Transit,2014,18/04/2019
Kepler-310 c,1,3,Transit,2014,06/09/2018
Kepler-310 c,1,3,Transit,2014,21/11/2014
Kepler-310 c,1,3,Transit,2014,05/12/2024
Kepler-310 c,1,3,Transit,2014,08/05/2017
Kepler-310 c,1,3,Transit,2014,28/10/2013
Kepler-310 c,1,3,Transit,2014,14/05/2014
Kepler-310 c,1,3,Transit,2014,10/05/2016
Kepler-310 c,1,3,Transit,2014,18/11/2014
Kepler-310 c,1,3,Transit,2014,25/08/2015
Kepler-310 c,1,3,Transit,2014,25/09/2018
Kepler-310 c,1,3,Transit,2014,28/07/2016
Kepler-310 d,1,3,Transit,2014,21/06/2018
Kepler-310 d,1,3,Transit,2014,18/11/2014
Kepler-310 d,1,3,Transit,2014,05/12/2024
Kepler-310 d,1,3,Transit,2014,25/09/2018
Kepler-310 d,1,3,Transit,2014,21/11/2014
Kepler-310 d,1,3,Transit,2014,28/10/2013
Kepler-310 d,1,3,Transit,2014,25/08/2015
Kepler-310 d,1,3,Transit,2014,06/09/2018
Kepler-310 d,1,3,Transit,2014,28/07/2016
Kepler-310 d,1,3,Transit,2014,14/05/2014
Kepler-310 d,1,3,Transit,2014,18/04/2019
Kepler-310 d,1,3,Transit,2014,10/05/2016
Kepler-310 d,1,3,Transit,2014,08/05/2017
Kepler-311 b,1,3,Transit,2014,06/09/2018
Kepler-311 b,1,3,Transit,2014,14/05/2014
Kepler-311 b,1,3,Transit,2014,28/07/2016
Kepler-311 b,1,3,Transit,2014,08/05/2017
Kepler-311 b,1,3,Transit,2014,18/11/2014
Kepler-311 b,1,3,Transit,2014,25/09/2018
Kepler-311 b,1,3,Transit,2014,05/12/2024
Kepler-311 b,1,3,Transit,2014,25/08/2015
Kepler-311 b,1,3,Transit,2014,18/04/2019
Kepler-311 b,1,3,Transit,2014,28/10/2013
Kepler-311 b,1,3,Transit,2014,21/11/2014
Kepler-311 b,1,3,Transit,2014,10/05/2016
Kepler-311 c,1,3,Transit,2014,28/10/2013
Kepler-311 c,1,3,Transit,2014,21/11/2014
Kepler-311 c,1,3,Transit,2014,18/04/2019
Kepler-311 c,1,3,Transit,2014,14/05/2014
Kepler-311 c,1,3,Transit,2014,18/11/2014
Kepler-311 c,1,3,Transit,2014,25/08/2015
Kepler-311 c,1,3,Transit,2014,28/07/2016
Kepler-311 c,1,3,Transit,2014,06/09/2018
Kepler-311 c,1,3,Transit,2014,10/05/2016
Kepler-311 c,1,3,Transit,2014,08/05/2017
Kepler-311 c,1,3,Transit,2014,25/09/2018
Kepler-311 c,1,3,Transit,2014,05/12/2024
Kepler-311 d,1,3,Transit,2023,08/05/2017
Kepler-311 d,1,3,Transit,2023,05/12/2024
Kepler-311 d,1,3,Transit,2023,25/09/2018
Kepler-311 d,1,3,Transit,2023,25/08/2015
Kepler-311 d,1,3,Transit,2023,21/11/2014
Kepler-311 d,1,3,Transit,2023,16/05/2023
Kepler-312 b,1,2,Transit,2014,25/09/2018
Kepler-312 b,1,2,Transit,2014,08/05/2017
Kepler-312 b,1,2,Transit,2014,18/04/2019
Kepler-312 b,1,2,Transit,2014,06/09/2018
Kepler-312 b,1,2,Transit,2014,25/08/2015
Kepler-312 b,1,2,Transit,2014,05/12/2024
Kepler-312 b,1,2,Transit,2014,14/05/2014
Kepler-312 b,1,2,Transit,2014,10/05/2016
Kepler-312 b,1,2,Transit,2014,18/11/2014
Kepler-312 b,1,2,Transit,2014,21/11/2014
Kepler-312 c,1,2,Transit,2014,25/08/2015
Kepler-312 c,1,2,Transit,2014,05/12/2024
Kepler-312 c,1,2,Transit,2014,21/11/2014
Kepler-312 c,1,2,Transit,2014,14/05/2014
Kepler-312 c,1,2,Transit,2014,08/05/2017
Kepler-312 c,1,2,Transit,2014,06/09/2018
Kepler-312 c,1,2,Transit,2014,18/11/2014
Kepler-312 c,1,2,Transit,2014,10/05/2016
Kepler-312 c,1,2,Transit,2014,25/09/2018
Kepler-312 c,1,2,Transit,2014,28/10/2013
Kepler-312 c,1,2,Transit,2014,28/07/2016
Kepler-312 c,1,2,Transit,2014,18/04/2019
Kepler-313 b,1,2,Transit,2014,28/07/2016
Kepler-313 b,1,2,Transit,2014,25/09/2018
Kepler-313 b,1,2,Transit,2014,14/05/2014
Kepler-313 b,1,2,Transit,2014,10/05/2016
Kepler-313 b,1,2,Transit,2014,28/10/2013
Kepler-313 b,1,2,Transit,2014,21/11/2014
Kepler-313 b,1,2,Transit,2014,05/12/2024
Kepler-313 b,1,2,Transit,2014,18/11/2014
Kepler-313 b,1,2,Transit,2014,18/04/2019
Kepler-313 b,1,2,Transit,2014,25/08/2015
Kepler-313 b,1,2,Transit,2014,08/05/2017
Kepler-313 c,1,2,Transit,2014,25/08/2015
Kepler-313 c,1,2,Transit,2014,18/11/2014
Kepler-313 c,1,2,Transit,2014,08/05/2017
Kepler-313 c,1,2,Transit,2014,10/05/2016
Kepler-313 c,1,2,Transit,2014,05/12/2024
Kepler-313 c,1,2,Transit,2014,18/04/2019
Kepler-313 c,1,2,Transit,2014,28/10/2013
Kepler-313 c,1,2,Transit,2014,14/05/2014
Kepler-313 c,1,2,Transit,2014,28/07/2016
Kepler-313 c,1,2,Transit,2014,21/11/2014
Kepler-313 c,1,2,Transit,2014,25/09/2018
Kepler-314 b,1,2,Transit,2014,25/09/2018
Kepler-314 b,1,2,Transit,2014,14/05/2014
Kepler-314 b,1,2,Transit,2014,18/11/2014
Kepler-314 b,1,2,Transit,2014,08/05/2017
Kepler-314 b,1,2,Transit,2014,06/09/2018
Kepler-314 b,1,2,Transit,2014,18/04/2019
Kepler-314 b,1,2,Transit,2014,25/08/2015
Kepler-314 b,1,2,Transit,2014,10/05/2016
Kepler-314 b,1,2,Transit,2014,21/11/2014
Kepler-314 b,1,2,Transit,2014,28/10/2013
Kepler-314 b,1,2,Transit,2014,21/02/2024
Kepler-314 b,1,2,Transit,2014,05/12/2024
Kepler-314 c,1,2,Transit,2014,18/04/2019
Kepler-314 c,1,2,Transit,2014,06/09/2018
Kepler-314 c,1,2,Transit,2014,11/06/2025
Kepler-314 c,1,2,Transit,2014,10/05/2016
Kepler-314 c,1,2,Transit,2014,08/05/2017
Kepler-314 c,1,2,Transit,2014,05/12/2024
Kepler-314 c,1,2,Transit,2014,18/11/2014
Kepler-314 c,1,2,Transit,2014,25/08/2015
Kepler-314 c,1,2,Transit,2014,14/05/2014
Kepler-314 c,1,2,Transit,2014,21/11/2014
Kepler-314 c,1,2,Transit,2014,21/02/2024
Kepler-314 c,1,2,Transit,2014,28/07/2016
Kepler-314 c,1,2,Transit,2014,25/09/2018
Kepler-314 c,1,2,Transit,2014,28/10/2013
Kepler-315 b,1,2,Transit,2014,21/11/2014
Kepler-315 b,1,2,Transit,2014,25/09/2018
Kepler-315 b,1,2,Transit,2014,28/07/2016
Kepler-315 b,1,2,Transit,2014,05/12/2024
Kepler-315 b,1,2,Transit,2014,18/11/2014
Kepler-315 b,1,2,Transit,2014,28/10/2013
Kepler-315 b,1,2,Transit,2014,10/05/2016
Kepler-315 b,1,2,Transit,2014,25/08/2015
Kepler-315 b,1,2,Transit,2014,08/05/2017
Kepler-315 b,1,2,Transit,2014,14/05/2014
Kepler-315 b,1,2,Transit,2014,06/09/2018
Kepler-315 c,1,2,Transit,2014,08/05/2017
Kepler-315 c,1,2,Transit,2014,21/11/2014
Kepler-315 c,1,2,Transit,2014,10/05/2016
Kepler-315 c,1,2,Transit,2014,14/05/2014
Kepler-315 c,1,2,Transit,2014,06/09/2018
Kepler-315 c,1,2,Transit,2014,25/08/2015
Kepler-315 c,1,2,Transit,2014,28/07/2016
Kepler-315 c,1,2,Transit,2014,18/11/2014
Kepler-315 c,1,2,Transit,2014,25/09/2018
Kepler-315 c,1,2,Transit,2014,05/12/2024
Kepler-316 b,1,2,Transit,2014,08/05/2017
Kepler-316 b,1,2,Transit,2014,25/09/2018
Kepler-316 b,1,2,Transit,2014,10/05/2016
Kepler-316 b,1,2,Transit,2014,06/09/2018
Kepler-316 b,1,2,Transit,2014,11/02/2016
Kepler-316 b,1,2,Transit,2014,25/08/2015
Kepler-316 b,1,2,Transit,2014,14/05/2014
Kepler-316 b,1,2,Transit,2014,18/04/2019
Kepler-316 b,1,2,Transit,2014,18/11/2014
Kepler-316 b,1,2,Transit,2014,28/10/2013
Kepler-316 b,1,2,Transit,2014,21/11/2014
Kepler-316 c,1,2,Transit,2014,28/07/2016
Kepler-316 c,1,2,Transit,2014,21/11/2014
Kepler-316 c,1,2,Transit,2014,25/08/2015
Kepler-316 c,1,2,Transit,2014,14/05/2014
Kepler-316 c,1,2,Transit,2014,18/11/2014
Kepler-316 c,1,2,Transit,2014,08/05/2017
Kepler-316 c,1,2,Transit,2014,10/05/2016
Kepler-316 c,1,2,Transit,2014,06/09/2018
Kepler-316 c,1,2,Transit,2014,18/04/2019
Kepler-316 c,1,2,Transit,2014,28/10/2013
Kepler-316 c,1,2,Transit,2014,11/02/2016
Kepler-316 c,1,2,Transit,2014,25/09/2018
Kepler-317 b,1,2,Transit,2014,18/04/2019
Kepler-317 b,1,2,Transit,2014,28/10/2013
Kepler-317 b,1,2,Transit,2014,18/11/2014
Kepler-317 b,1,2,Transit,2014,21/11/2014
Kepler-317 b,1,2,Transit,2014,25/08/2015
Kepler-317 b,1,2,Transit,2014,10/05/2016
Kepler-317 b,1,2,Transit,2014,14/05/2014
Kepler-317 b,1,2,Transit,2014,28/05/2014
Kepler-317 b,1,2,Transit,2014,08/05/2017
Kepler-317 b,1,2,Transit,2014,06/09/2018
Kepler-317 b,1,2,Transit,2014,25/09/2018
Kepler-317 c,1,2,Transit,2014,25/09/2018
Kepler-317 c,1,2,Transit,2014,18/11/2014
Kepler-317 c,1,2,Transit,2014,21/11/2014
Kepler-317 c,1,2,Transit,2014,28/10/2013
Kepler-317 c,1,2,Transit,2014,06/09/2018
Kepler-317 c,1,2,Transit,2014,14/05/2014
Kepler-317 c,1,2,Transit,2014,10/05/2016
Kepler-317 c,1,2,Transit,2014,18/04/2019
Kepler-317 c,1,2,Transit,2014,28/05/2014
Kepler-317 c,1,2,Transit,2014,25/08/2015
Kepler-317 c,1,2,Transit,2014,08/05/2017
Kepler-318 b,1,2,Transit,2014,18/04/2019
Kepler-318 b,1,2,Transit,2014,14/05/2014
Kepler-318 b,1,2,Transit,2014,25/08/2015
Kepler-318 b,1,2,Transit,2014,06/09/2018
Kepler-318 b,1,2,Transit,2014,11/06/2025
Kepler-318 b,1,2,Transit,2014,28/10/2013
Kepler-318 b,1,2,Transit,2014,28/07/2016
Kepler-318 b,1,2,Transit,2014,18/11/2014
Kepler-318 b,1,2,Transit,2014,05/12/2024
Kepler-318 b,1,2,Transit,2014,25/09/2018
Kepler-318 b,1,2,Transit,2014,10/05/2016
Kepler-318 b,1,2,Transit,2014,08/05/2017
Kepler-318 b,1,2,Transit,2014,21/11/2014
Kepler-318 c,1,2,Transit,2014,25/08/2015
Kepler-318 c,1,2,Transit,2014,08/05/2017
Kepler-318 c,1,2,Transit,2014,25/09/2018
Kepler-318 c,1,2,Transit,2014,06/09/2018
Kepler-318 c,1,2,Transit,2014,18/04/2019
Kepler-318 c,1,2,Transit,2014,14/05/2014
Kepler-318 c,1,2,Transit,2014,05/12/2024
Kepler-318 c,1,2,Transit,2014,28/10/2013
Kepler-318 c,1,2,Transit,2014,18/11/2014
Kepler-318 c,1,2,Transit,2014,21/11/2014
Kepler-318 c,1,2,Transit,2014,10/05/2016
Kepler-318 c,1,2,Transit,2014,28/07/2016
Kepler-319 b,1,3,Transit,2014,28/07/2016
Kepler-319 b,1,3,Transit,2014,18/04/2019
Kepler-319 b,1,3,Transit,2014,06/09/2018
Kepler-319 b,1,3,Transit,2014,14/05/2014
Kepler-319 b,1,3,Transit,2014,10/05/2016
Kepler-319 b,1,3,Transit,2014,05/12/2024
Kepler-319 b,1,3,Transit,2014,28/10/2013
Kepler-319 b,1,3,Transit,2014,21/11/2014
Kepler-319 b,1,3,Transit,2014,08/05/2017
Kepler-319 b,1,3,Transit,2014,25/08/2015
Kepler-319 b,1,3,Transit,2014,25/09/2018
Kepler-319 b,1,3,Transit,2014,18/11/2014
Kepler-319 c,1,3,Transit,2014,08/05/2017
Kepler-319 c,1,3,Transit,2014,25/09/2018
Kepler-319 c,1,3,Transit,2014,21/11/2014
Kepler-319 c,1,3,Transit,2014,18/04/2019
Kepler-319 c,1,3,Transit,2014,05/12/2024
Kepler-319 c,1,3,Transit,2014,28/07/2016
Kepler-319 c,1,3,Transit,2014,28/10/2013
Kepler-319 c,1,3,Transit,2014,06/09/2018
Kepler-319 c,1,3,Transit,2014,14/05/2014
Kepler-319 c,1,3,Transit,2014,10/05/2016
Kepler-319 c,1,3,Transit,2014,25/08/2015
Kepler-319 c,1,3,Transit,2014,18/11/2014
Kepler-319 d,1,3,Transit,2014,18/11/2014
Kepler-319 d,1,3,Transit,2014,08/05/2017
Kepler-319 d,1,3,Transit,2014,05/12/2024
Kepler-319 d,1,3,Transit,2014,25/09/2018
Kepler-319 d,1,3,Transit,2014,28/10/2013
Kepler-319 d,1,3,Transit,2014,25/08/2015
Kepler-319 d,1,3,Transit,2014,14/05/2014
Kepler-319 d,1,3,Transit,2014,06/09/2018
Kepler-319 d,1,3,Transit,2014,18/04/2019
Kepler-319 d,1,3,Transit,2014,10/05/2016
Kepler-319 d,1,3,Transit,2014,28/07/2016
Kepler-319 d,1,3,Transit,2014,21/11/2014
Kepler-32 b,1,5,Transit,2011,25/08/2015
Kepler-32 b,1,5,Transit,2011,28/07/2016
Kepler-32 b,1,5,Transit,2011,16/04/2025
Kepler-32 b,1,5,Transit,2011,24/03/2016
Kepler-32 b,1,5,Transit,2011,25/09/2018
Kepler-32 b,1,5,Transit,2011,11/02/2016
Kepler-32 b,1,5,Transit,2011,28/10/2013
Kepler-32 b,1,5,Transit,2011,18/11/2014
Kepler-32 b,1,5,Transit,2011,08/05/2017
Kepler-32 b,1,5,Transit,2011,10/03/2016
Kepler-32 b,1,5,Transit,2011,10/05/2016
Kepler-32 b,1,5,Transit,2011,25/02/2016
Kepler-32 b,1,5,Transit,2011,19/11/2015
Kepler-32 b,1,5,Transit,2011,16/04/2025
Kepler-32 b,1,5,Transit,2011,06/09/2018
Kepler-32 b,1,5,Transit,2011,17/07/2025
Kepler-32 b,1,5,Transit,2011,28/05/2014
Kepler-32 b,1,5,Transit,2011,24/03/2016
Kepler-32 b,1,5,Transit,2011,21/11/2014
Kepler-32 c,1,5,Transit,2011,24/03/2016
Kepler-32 c,1,5,Transit,2011,06/09/2018
Kepler-32 c,1,5,Transit,2011,10/03/2016
Kepler-32 c,1,5,Transit,2011,11/02/2016
Kepler-32 c,1,5,Transit,2011,19/11/2015
Kepler-32 c,1,5,Transit,2011,28/07/2016
Kepler-32 c,1,5,Transit,2011,16/04/2025
Kepler-32 c,1,5,Transit,2011,24/03/2016
Kepler-32 c,1,5,Transit,2011,18/11/2014
Kepler-32 c,1,5,Transit,2011,08/05/2017
Kepler-32 c,1,5,Transit,2011,17/07/2025
Kepler-32 c,1,5,Transit,2011,25/08/2015
Kepler-32 c,1,5,Transit,2011,21/11/2014
Kepler-32 c,1,5,Transit,2011,25/02/2016
Kepler-32 c,1,5,Transit,2011,10/05/2016
Kepler-32 c,1,5,Transit,2011,16/04/2025
Kepler-32 c,1,5,Transit,2011,25/09/2018
Kepler-32 c,1,5,Transit,2011,28/05/2014
Kepler-32 c,1,5,Transit,2011,28/10/2013
Kepler-32 d,1,5,Transit,2012,19/11/2015
Kepler-32 d,1,5,Transit,2012,25/08/2015
Kepler-32 d,1,5,Transit,2012,28/10/2013
Kepler-32 d,1,5,Transit,2012,16/04/2025
Kepler-32 d,1,5,Transit,2012,17/07/2025
Kepler-32 d,1,5,Transit,2012,21/11/2014
Kepler-32 d,1,5,Transit,2012,11/02/2016
Kepler-32 d,1,5,Transit,2012,18/04/2019
Kepler-32 d,1,5,Transit,2012,28/07/2016
Kepler-32 d,1,5,Transit,2012,14/05/2014
Kepler-32 d,1,5,Transit,2012,18/11/2014
Kepler-32 d,1,5,Transit,2012,06/09/2018
Kepler-32 d,1,5,Transit,2012,24/03/2016
Kepler-32 d,1,5,Transit,2012,08/05/2017
Kepler-32 d,1,5,Transit,2012,10/03/2016
Kepler-32 d,1,5,Transit,2012,25/09/2018
Kepler-32 d,1,5,Transit,2012,10/05/2016
Kepler-32 d,1,5,Transit,2012,16/04/2025
Kepler-32 d,1,5,Transit,2012,25/02/2016
Kepler-32 e,1,5,Transit,2012,10/03/2016
Kepler-32 e,1,5,Transit,2012,21/11/2014
Kepler-32 e,1,5,Transit,2012,16/04/2025
Kepler-32 e,1,5,Transit,2012,19/11/2015
Kepler-32 e,1,5,Transit,2012,08/05/2017
Kepler-32 e,1,5,Transit,2012,25/08/2015
Kepler-32 e,1,5,Transit,2012,17/07/2025
Kepler-32 e,1,5,Transit,2012,16/04/2025
Kepler-32 e,1,5,Transit,2012,06/09/2018
Kepler-32 e,1,5,Transit,2012,25/02/2016
Kepler-32 e,1,5,Transit,2012,14/05/2014
Kepler-32 e,1,5,Transit,2012,18/04/2019
Kepler-32 e,1,5,Transit,2012,25/09/2018
Kepler-32 e,1,5,Transit,2012,28/10/2013
Kepler-32 e,1,5,Transit,2012,18/11/2014
Kepler-32 e,1,5,Transit,2012,10/05/2016
Kepler-32 e,1,5,Transit,2012,24/03/2016
Kepler-32 e,1,5,Transit,2012,11/02/2016
Kepler-32 f,1,5,Transit,2012,11/02/2016
Kepler-32 f,1,5,Transit,2012,10/05/2016
Kepler-32 f,1,5,Transit,2012,08/05/2017
Kepler-32 f,1,5,Transit,2012,18/11/2014
Kepler-32 f,1,5,Transit,2012,06/09/2018
Kepler-32 f,1,5,Transit,2012,18/04/2019
Kepler-32 f,1,5,Transit,2012,14/05/2014
Kepler-32 f,1,5,Transit,2012,16/04/2025
